t_s,x_meas_cm,x_true_cm,v_true_cmps,v_cmd_cmps,err_cm,p_term,i_term,d_term
2.520000000000000018e+00,4.995249056095552476e+00,4.995249056095552476e+00,3.005087361354807224e-02,8.027942065078175204e-03,4.750943904447524346e-03,8.027942065078175204e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.540000000000000036e+00,4.995804224652309777e+00,4.995804224652309777e+00,2.775842783786039436e-02,7.126415856671286519e-03,4.195775347690222645e-03,7.126415856671286519e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.560000000000000053e+00,4.996316463679434605e+00,4.996316463679434605e+00,2.561195135622788832e-02,6.293663021535333968e-03,3.683536320565394817e-03,6.293663021535333968e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.580000000000000071e+00,4.996788529412808266e+00,4.996788529412808266e+00,2.360328666868991010e-02,5.525304480848092226e-03,3.211470587191733728e-03,5.525304480848092226e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.600000000000000089e+00,4.997223022984606189e+00,4.997223022984606189e+00,2.172467858989967845e-02,4.817205880787600591e-03,2.776977015393811143e-03,4.817205880787600591e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.620000000000000107e+00,4.997622398130270760e+00,4.997622398130270760e+00,1.996875728321878193e-02,4.165465523090716715e-03,2.377601869729240036e-03,4.165465523090716715e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.640000000000000124e+00,4.997988968566978052e+00,4.997988968566978052e+00,1.832852183535629148e-02,3.566402804593860054e-03,2.011031433021948089e-03,3.566402804593860054e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.660000000000000142e+00,4.998324915054313422e+00,4.998324915054313422e+00,1.679732436677395385e-02,3.016547149532922134e-03,1.675084945686577953e-03,3.016547149532922134e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.680000000000000160e+00,4.998632292147752842e+00,4.998632292147752842e+00,1.536885467194954585e-02,2.512627418529866929e-03,1.367707852247157518e-03,2.512627418529866929e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000178e+00,4.998913034655404708e+00,4.998913034655404708e+00,1.403712538259166420e-02,2.051561778370736278e-03,1.086965344595292038e-03,2.051561778370736278e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.720000000000000195e+00,4.999168963808324762e+00,4.999168963808324762e+00,1.279645764602179228e-02,1.630448016892938057e-03,8.310361916752384559e-04,1.630448016892938057e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.740000000000000213e+00,4.999401793154528484e+00,4.999401793154528484e+00,1.164146731017089847e-02,1.246554287512857684e-03,5.982068454715161465e-04,1.246554287512857684e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.760000000000000231e+00,4.999613134186647656e+00,4.999613134186647656e+00,1.056705160597453536e-02,8.973102682072742198e-04,3.868658133523439346e-04,8.973102682072742198e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.780000000000000249e+00,4.999804501712994842e+00,4.999804501712994842e+00,9.568376317379933063e-03,5.802987200285159020e-04,1.954982870051580335e-04,5.802987200285159020e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.800000000000000266e+00,4.999977318981568608e+00,4.999977318981568608e+00,8.640863428692713635e-03,2.932474305077370502e-04,2.268101843139191942e-05,2.932474305077370502e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.819999999999999840e+00,5.000132922566340454e+00,5.000132922566340454e+00,7.780179238588150886e-03,3.402152764708787913e-05,-1.329225663404542956e-04,3.402152764708787913e-05,0.000000000000000000e+00,0.000000000000000000e+00
2.839999999999999858e+00,5.000272567024936166e+00,5.000272567024936166e+00,6.982222929778268000e-03,-1.993838495106814435e-04,-2.725670249361655806e-04,-1.993838495106814435e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.859999999999999876e+00,5.000397429336597810e+00,5.000397429336597810e+00,6.243115583060016537e-03,-4.088505374042483709e-04,-3.974293365978098791e-04,-4.088505374042483709e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.879999999999999893e+00,5.000508613129083457e+00,5.000508613129083457e+00,5.559189624264343314e-03,-5.961440048967148186e-04,-5.086131290834572383e-04,-5.961440048967148186e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.899999999999999911e+00,5.000607152702932545e+00,5.000607152702932545e+00,4.926978692475390657e-03,-7.629196936251858574e-04,-6.071527029325451963e-04,-7.629196936251858574e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.919999999999999929e+00,5.000694016861288560e+00,5.000694016861288560e+00,4.343207917787969725e-03,-9.107290543988177944e-04,-6.940168612885599941e-04,-9.107290543988177944e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.939999999999999947e+00,5.000770112553224678e+00,5.000770112553224678e+00,3.804784596815888667e-03,-1.041025291932839991e-03,-7.701125532246777539e-04,-1.041025291932839991e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.959999999999999964e+00,5.000836288338307511e+00,5.000836288338307511e+00,3.308789254150598051e-03,-1.155168829837016631e-03,-8.362883383075114807e-04,-1.155168829837016631e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.979999999999999982e+00,5.000893337679867656e+00,5.000893337679867656e+00,2.852467077989411827e-03,-1.254432507461267221e-03,-8.933376798676562203e-04,-1.254432507461267221e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.000942002074231674e+00,5.000942002074231674e+00,2.433219718210322298e-03,-1.340006519801484330e-03,-9.420020742316737028e-04,-1.340006519801484330e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.020000000000000018e+00,5.000982974022936567e+00,5.000982974022936567e+00,2.048597435254539099e-03,-1.413003111347510554e-03,-9.829740229365668824e-04,-1.413003111347510554e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.040000000000000036e+00,5.001016899854702658e+00,5.001016899854702658e+00,1.696291588288600070e-03,-1.474461034404850324e-03,-1.016899854702657535e-03,-1.474461034404850324e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.060000000000000053e+00,5.001044382403727617e+00,5.001044382403727617e+00,1.374127451254341346e-03,-1.525349782053986303e-03,-1.044382403727617259e-03,-1.525349782053986303e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.080000000000000071e+00,5.001065983550638805e+00,5.001065983550638805e+00,1.080057345569764580e-03,-1.566573605591425888e-03,-1.065983550638804900e-03,-1.566573605591425888e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.100000000000000089e+00,5.001082226632207473e+00,5.001082226632207473e+00,8.121540784169674083e-04,-1.598975325958207350e-03,-1.082226632207472505e-03,-1.598975325958207350e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.120000000000000107e+00,5.001093598725722345e+00,5.001093598725722345e+00,5.686046757441497700e-04,-1.623339948311208758e-03,-1.093598725722344511e-03,-1.623339948311208758e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.140000000000000124e+00,5.001100552813708688e+00,5.001100552813708688e+00,3.477043993113831163e-04,-1.640398088583516767e-03,-1.100552813708688404e-03,-1.640398088583516767e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.160000000000000142e+00,5.001103509834455174e+00,5.001103509834455174e+00,1.478510373239415223e-04,-1.650829220563032607e-03,-1.103509834455174143e-03,-1.650829220563032607e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.180000000000000160e+00,5.001102860623623414e+00,5.001102860623623414e+00,-3.246054157672874601e-05,-1.655264751682761215e-03,-1.102860623623413971e-03,-1.655264751682761215e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000178e+00,5.001098967752004576e+00,5.001098967752004576e+00,-1.946435809625679698e-04,-1.654290935435120957e-03,-1.098967752004575971e-03,-1.654290935435120957e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.220000000000000195e+00,5.001092167264291177e+00,5.001092167264291177e+00,-3.400243856669975468e-04,-1.648451628006863956e-03,-1.092167264291177275e-03,-1.648451628006863956e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.240000000000000213e+00,5.001082770323556304e+00,5.001082770323556304e+00,-4.698470367439744159e-04,-1.638250896436765913e-03,-1.082770323556303538e-03,-1.638250896436765913e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.260000000000000231e+00,5.001071064765924667e+00,5.001071064765924667e+00,-5.852778816030225050e-04,-1.624155485334455307e-03,-1.071064765924667483e-03,-1.624155485334455307e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.280000000000000249e+00,5.001057316569758271e+00,5.001057316569758271e+00,-6.874098083314203987e-04,-1.606597148887001225e-03,-1.057316569758270930e-03,-1.606597148887001225e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.300000000000000266e+00,5.001041771243499134e+00,5.001041771243499134e+00,-7.772663129620190200e-04,-1.585974854637406395e-03,-1.041771243499134414e-03,-1.585974854637406395e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.320000000000000284e+00,5.001024655136135699e+00,5.001024655136135699e+00,-8.558053681906873126e-04,-1.562656865248701621e-03,-1.024655136135699252e-03,-1.562656865248701621e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.339999999999999858e+00,5.001006176674099635e+00,5.001006176674099635e+00,-9.239231017919735016e-04,-1.536982704203548877e-03,-1.006176674099634738e-03,-1.536982704203548877e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.359999999999999876e+00,5.000986527528245240e+00,5.000986527528245240e+00,-9.824572927277213513e-04,-1.509265011149452107e-03,-9.865275282452401484e-04,-1.509265011149452107e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.379999999999999893e+00,5.000965883714391325e+00,5.000965883714391325e+00,-1.032190692691735238e-03,-1.479791292367860223e-03,-9.658837143913245882e-04,-1.479791292367860223e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.399999999999999911e+00,5.000944406630779326e+00,5.000944406630779326e+00,-1.073854180581260403e-03,-1.448825571586986882e-03,-9.444066307793264059e-04,-1.448825571586986882e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.419999999999999929e+00,5.000922244035636233e+00,5.000922244035636233e+00,-1.108129757140033410e-03,-1.416609946168989609e-03,-9.222440356362326952e-04,-1.416609946168989609e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.439999999999999947e+00,5.000899530967901185e+00,5.000899530967901185e+00,-1.135653386771465038e-03,-1.383366053454349043e-03,-8.995309679011853632e-04,-1.383366053454349043e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.459999999999999964e+00,5.000876390614035216e+00,5.000876390614035216e+00,-1.157017693279496296e-03,-1.349296451851778045e-03,-8.763906140352162311e-04,-1.349296451851778045e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.479999999999999982e+00,5.000852935123713650e+00,5.000852935123713650e+00,-1.172774516056829123e-03,-1.314585921052824347e-03,-8.529351237136495456e-04,-1.314585921052824347e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000000e+00,5.000829266377053273e+00,5.000829266377053273e+00,-1.183437333008193577e-03,-1.279402685570474318e-03,-8.292663770532726630e-04,-1.279402685570474318e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.520000000000000018e+00,5.000805476705927788e+00,5.000805476705927788e+00,-1.189483556265365227e-03,-1.243899565579908995e-03,-8.054767059277878616e-04,-1.243899565579908995e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.540000000000000036e+00,5.000781649571797161e+00,5.000781649571797161e+00,-1.191356706527996884e-03,-1.208215058891681792e-03,-7.816495717971605472e-04,-1.208215058891681792e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.560000000000000053e+00,5.000757860202364569e+00,5.000757860202364569e+00,-1.189468471644771364e-03,-1.172474357695740821e-03,-7.578602023645686359e-04,-1.172474357695740821e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.580000000000000071e+00,5.000734176189268076e+00,5.000734176189268076e+00,-1.184200654834979480e-03,-1.136790303546852954e-03,-7.341761892680764845e-04,-1.136790303546852954e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.600000000000000089e+00,5.000710658048912904e+00,5.000710658048912904e+00,-1.175907017741693004e-03,-1.101264283902114727e-03,-7.106580489129044054e-04,-1.101264283902114727e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.620000000000000107e+00,5.000687359748447136e+00,5.000687359748447136e+00,-1.164915023304459365e-03,-1.065987073369356608e-03,-6.873597484471360985e-04,-1.065987073369356608e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.640000000000000124e+00,5.000664329198782454e+00,5.000664329198782454e+00,-1.151527483241083930e-03,-1.031039622670704148e-03,-6.643291987824540001e-04,-1.031039622670704148e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.660000000000000142e+00,5.000641608716487774e+00,5.000641608716487774e+00,-1.136024114734343572e-03,-9.964937981736810002e-04,-6.416087164877737337e-04,-9.964937981736810002e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.680000000000000160e+00,5.000619235456273515e+00,5.000619235456273515e+00,-1.118663010734075296e-03,-9.624130747316606005e-04,-6.192354562735147283e-04,-9.624130747316606005e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.700000000000000178e+00,5.000597241815711413e+00,5.000597241815711413e+00,-1.099682028101695063e-03,-9.288531844102720925e-04,-5.972418157114134374e-04,-9.288531844102720925e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.720000000000000195e+00,5.000575655813758402e+00,5.000575655813758402e+00,-1.079300097648237637e-03,-8.958627235671201561e-04,-5.756558137584022461e-04,-8.958627235671201561e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.740000000000000213e+00,5.000554501444559818e+00,5.000554501444559818e+00,-1.057718459947174124e-03,-8.634837206376033691e-04,-5.545014445598184238e-04,-8.634837206376033691e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.760000000000000231e+00,5.000533799007946811e+00,5.000533799007946811e+00,-1.035121830636429388e-03,-8.317521668397276358e-04,-5.337990079468113436e-04,-8.317521668397276358e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.780000000000000249e+00,5.000513565417971762e+00,5.000513565417971762e+00,-1.011679498764808238e-03,-8.006985119202170154e-04,-5.135654179717619172e-04,-8.006985119202170154e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.800000000000000266e+00,5.000493814490740263e+00,5.000493814490740263e+00,-9.875463615840916146e-04,-7.703481269576428758e-04,-4.938144907402630679e-04,-7.703481269576428758e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.820000000000000284e+00,5.000474557212759130e+00,5.000474557212759130e+00,-9.628638990367219134e-04,-7.407217361103946018e-04,-4.745572127591302092e-04,-7.407217361103946018e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.839999999999999858e+00,5.000455801990938198e+00,5.000455801990938198e+00,-9.377610910469191992e-04,-7.118358191386953138e-04,-4.558019909381982870e-04,-7.118358191386953138e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.859999999999999876e+00,5.000437554885326819e+00,5.000437554885326819e+00,-9.123552805829570440e-04,-6.837029864072974306e-04,-4.375548853268185212e-04,-6.837029864072974306e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.879999999999999893e+00,5.000419819825620671e+00,5.000419819825620671e+00,-8.867529853236841720e-04,-6.563323279902277818e-04,-4.198198256206708834e-04,-6.563323279902277818e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.899999999999999911e+00,5.000402598812407895e+00,5.000402598812407895e+00,-8.610506606344163439e-04,-6.297297384310063251e-04,-4.025988124078949681e-04,-6.297297384310063251e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.919999999999999929e+00,5.000385892104079133e+00,5.000385892104079133e+00,-8.353354164321589222e-04,-6.038982186118424522e-04,-3.858921040791329915e-04,-6.038982186118424522e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.939999999999999947e+00,5.000369698390271012e+00,5.000369698390271012e+00,-8.096856904008130004e-04,-5.788381561186994873e-04,-3.696983902710115899e-04,-5.788381561186994873e-04,0.000000000000000000e+00,0.000000000000000000e+00
