t_s,x_ref_cm,x_meas_cm,x_meas_raw_cm,x_true_cm,v_true_cmps,v_obs_cmps,v_cmd_cmps,err_cm,p_term,i_term,d_term
1.540000000000000036e+00,5.000000000000000000e+00,4.451917908351436637e+00,4.314917128601920560e+00,4.314917128601920560e+00,7.653575743030084366e-01,7.653575743030084366e-01,1.538309809396676275e+00,5.480820916485633632e-01,1.333427271135686931e+00,1.549094410260111639e-02,1.893915941583882434e-01
1.560000000000000053e+00,5.000000000000000000e+00,4.065767147152528516e+00,4.329882064643345352e+00,4.329882064643345352e+00,7.482468020712592649e-01,7.482468020712592649e-01,5.942498519855170525e-01,9.342328528474714844e-01,6.960642563936755289e-01,1.553807916248289324e-02,-1.173524835706413749e-01
1.580000000000000071e+00,5.000000000000000000e+00,3.600185789349931387e+00,4.345975008054391076e+00,4.345975008054391076e+00,8.046471705523057238e-01,8.046471705523057238e-01,1.312250486881723743e+00,1.399814210650068613e+00,1.186475723116288794e+00,1.561842318782777524e-02,1.101563405776072313e-01
1.600000000000000089e+00,5.000000000000000000e+00,6.819474005353619361e+00,4.364663600742983540e+00,4.364663600742983540e+00,9.344296344296301182e-01,9.344296344296301182e-01,2.102471809325549224e+00,-1.819474005353619361e+00,1.777764047525587143e+00,1.573880720994368099e-02,3.089689545900183854e-01
1.620000000000000107e+00,5.000000000000000000e+00,3.418512323111091877e+00,4.374119180327295631e+00,4.374119180327295631e+00,4.727789792156233961e-01,4.727789792156233961e-01,-3.682076917710437325e+00,1.581487676888908123e+00,-2.310731986799096749e+00,1.558233244548326915e-02,-1.386927263356823925e+00
1.640000000000000124e+00,5.000000000000000000e+00,3.759964711818586380e+00,4.388123277000060440e+00,4.388123277000060440e+00,7.002048336382221683e-01,7.002048336382221683e-01,2.747037523441611118e+00,1.240035288181413620e+00,2.008489349648913347e+00,1.571834038569571573e-02,7.228298334070020204e-01
1.660000000000000142e+00,5.000000000000000000e+00,3.862953319004311048e+00,4.404580178791987599e+00,4.404580178791987599e+00,8.228450895963442813e-01,8.228450895963442813e-01,1.926607393219443853e+00,1.137046680995688952e+00,1.574844815990395386e+00,1.582498342047931883e-02,3.359375938085691904e-01
1.679999999999999938e+00,5.000000000000000000e+00,3.836379782280560313e+00,4.422679070491896347e+00,4.422679070491896347e+00,9.049445849954176335e-01,9.049445849954176335e-01,1.643840043587077471e+00,1.163620217719439687e+00,1.444049284864524996e+00,1.592276943504494779e-02,1.838679892875075550e-01
1.699999999999999956e+00,5.000000000000000000e+00,3.301593083684661867e+00,4.442239596483948283e+00,4.442239596483948283e+00,9.780262996025899103e-01,9.780262996025899103e-01,1.635761731067140401e+00,1.698406916315338133e+00,1.477797676503688429e+00,1.602284077376881985e-02,1.419412137896831627e-01
1.719999999999999973e+00,5.000000000000000000e+00,3.671561132610066114e+00,4.464921726502880439e+00,4.464921726502880439e+00,1.134106500946589602e+00,1.134106500946589602e+00,2.538828313042587048e+00,1.328438867389933886e+00,2.156976783720479407e+00,1.616890376857194056e-02,3.656826255535355896e-01
1.739999999999999991e+00,5.000000000000000000e+00,3.641954688707662591e+00,4.488885912041157056e+00,4.488885912041157056e+00,1.198209276913831278e+00,1.198209276913831278e+00,1.775134260619007032e+00,1.358045311292337409e+00,1.687117361585215969e+00,1.628314951116747317e-02,7.173374952262362436e-02
1.760000000000000009e+00,5.000000000000000000e+00,3.787242838152908853e+00,4.514065829266562524e+00,4.514065829266562524e+00,1.258995861270292282e+00,1.258995861270292282e+00,1.806075120478440654e+00,1.212757161847091147e+00,1.724717545341268643e+00,1.639994140793861466e-02,6.495763372923349377e-02
1.780000000000000027e+00,5.000000000000000000e+00,3.602753687110771263e+00,4.539787400127940131e+00,4.539787400127940131e+00,1.286078543068902569e+00,1.286078543068902569e+00,1.529822679256394036e+00,1.397246312889228737e+00,1.540201595545805713e+00,1.650423852385746529e-02,-2.688315481326919443e-02
1.800000000000000044e+00,5.000000000000000000e+00,4.099381475132608088e+00,4.566665183119032356e+00,4.566665183119032356e+00,1.343889149554590601e+00,1.343889149554590601e+00,1.864184607925782666e+00,9.006185248673919119e-01,1.774502817369320473e+00,1.662440170676593790e-02,7.305738884969606439e-02
1.820000000000000062e+00,5.000000000000000000e+00,3.936791219137989906e+00,4.592783801641497909e+00,4.592783801641497909e+00,1.305930926123272107e+00,1.305930926123272107e+00,9.643069152414047718e-01,1.063208780862010094e+00,1.143785526581587719e+00,1.670185489990453492e-02,-1.961804662400874755e-01
1.840000000000000080e+00,5.000000000000000000e+00,3.727289188377452156e+00,4.618911982439050767e+00,4.618911982439050767e+00,1.306409039877652001e+00,1.306409039877652001e+00,1.310712063667070382e+00,1.272710811622547844e+00,1.350275151694752873e+00,1.679329085505866861e-02,-5.635637888274136476e-02
